ticket_id,customer_id,ticket_date,issue_category,issue_subcategory,priority,ticket_status,resolution_time_hours,customer_satisfaction_score,ticket_description,support_agent_id
TCK0005554,CUST007277,2022-12-05,Subscription,Auto-renew complaint,Low,Resolved,24.4,4.0,I was auto renewed without any reminder notification and would like a refund for this cycle.,AGT0004
TCK0005555,CUST007280,2024-07-16,Billing & Payments,Invoice question,Medium,Resolved,22.2,3.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0034
TCK0005556,CUST007280,2023-09-21,Device & App,App not loading,Medium,Pending,,,The app does not load past the splash screen on my gaming console since the last update.,AGT0097
TCK0005557,CUST007286,2023-12-01,Account Access,Login failure,Low,Resolved,10.0,4.0,"Login keeps failing after the recent app update, this has been going on for two days now.",AGT0114
TCK0005558,CUST007287,2021-02-05,Account Access,Email verification issue,Critical,Resolved,6.5,3.0,The verification email never arrived after I updated my email address in account settings.,AGT0049
TCK0005559,CUST007287,2020-10-21,Billing & Payments,Failed payment,Medium,Escalated,,,"I was charged but the payment shows as failed on my end, please check and confirm my subscription status.",AGT0087
TCK0005560,CUST007288,2024-01-07,Billing & Payments,Invoice question,Critical,Pending,,,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0022
TCK0005561,CUST007291,2023-12-17,Billing & Payments,Refund request,Low,Escalated,,,I want to request a refund since I cancelled within the trial period but was still charged the full amount.,AGT0034
TCK0005562,CUST007292,2020-09-24,Device & App,Sync across devices,Low,Resolved,13.1,4.0,My watch history does not sync between my phone and my TV even though I am logged into the same account.,AGT0087
TCK0005563,CUST007293,2025-02-22,Subscription,Cancellation request,Low,Resolved,2.6,3.0,"Please cancel my plan, the content library does not match what I expected when I signed up.",AGT0106
TCK0005564,CUST007294,2025-06-13,Subscription,Cancellation request,Medium,Closed,45.7,2.0,"Please cancel my plan, the content library does not match what I expected when I signed up.",AGT0106
TCK0005565,CUST007295,2024-12-25,Account Access,Email verification issue,Critical,Resolved,2.4,1.0,The verification email never arrived after I updated my email address in account settings.,AGT0115
TCK0005566,CUST007296,2026-01-01,Subscription,Auto-renew complaint,Medium,Pending,,,I was auto renewed without any reminder notification and would like a refund for this cycle.,AGT0060
TCK0005567,CUST007297,2026-04-06,Billing & Payments,Duplicate charge,Low,Pending,,,There are two identical transactions on my statement for this billing cycle which should not have happened.,AGT0026
TCK0005568,CUST007297,2024-12-19,Billing & Payments,Invoice question,High,Resolved,36.4,5.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0028
TCK0005569,CUST007297,2024-12-22,Subscription,Plan upgrade request,Medium,Resolved,5.4,5.0,I want to upgrade to the premium plan for better video quality and more simultaneous streams.,AGT0088
TCK0005570,CUST007297,2025-11-17,Account Access,Password reset,High,Resolved,3.2,3.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0070
TCK0005571,CUST007297,2026-02-15,Subscription,Cancellation request,Medium,Closed,24.9,5.0,"Please cancel my plan, the content library does not match what I expected when I signed up.",AGT0026
TCK0005572,CUST007299,2023-11-23,Subscription,Auto-renew complaint,Low,Closed,19.2,4.0,I was auto renewed without any reminder notification and would like a refund for this cycle.,AGT0106
TCK0005573,CUST007300,2022-07-11,Streaming Quality,Audio sync issue,Low,Closed,4.1,4.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0079
TCK0005574,CUST007302,2024-12-21,Device & App,Sync across devices,Low,Resolved,2.1,4.0,My watch history does not sync between my phone and my TV even though I am logged into the same account.,AGT0026
TCK0005575,CUST007304,2022-08-17,Billing & Payments,Invoice question,Critical,Closed,16.9,1.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0032
TCK0005576,CUST007305,2025-01-12,Device & App,Download failure,Medium,Resolved,6.4,5.0,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0050
TCK0005577,CUST007307,2024-07-24,Subscription,Cancellation request,Medium,Resolved,20.4,2.0,"Please cancel my plan, the content library does not match what I expected when I signed up.",AGT0014
TCK0005578,CUST007307,2024-09-19,Account Access,Email verification issue,Critical,Pending,,,The verification email never arrived after I updated my email address in account settings.,AGT0113
TCK0005579,CUST007309,2019-07-29,Account Access,Password reset,Low,Resolved,12.4,4.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0065
TCK0005580,CUST007310,2025-05-16,Device & App,Download failure,Medium,Closed,0.5,2.0,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0101
TCK0005581,CUST007312,2026-06-11,Billing & Payments,Refund request,Critical,Resolved,6.3,3.0,"Please process a refund, I was charged after cancellation and this needs to be corrected quickly.",AGT0053
TCK0005582,CUST007314,2026-06-15,Streaming Quality,Audio sync issue,High,Closed,0.5,3.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0025
TCK0005583,CUST007317,2022-02-15,Account Access,Login failure,High,Resolved,18.4,2.0,"Login keeps failing after the recent app update, this has been going on for two days now.",AGT0083
TCK0005584,CUST007318,2023-07-29,Streaming Quality,Audio sync issue,Low,Closed,1.8,3.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0062
TCK0005585,CUST007320,2022-02-27,Billing & Payments,Failed payment,Medium,Pending,,,"My payment failed twice this month even though my card has sufficient balance, and I still lost access to my account.",AGT0042
TCK0005586,CUST007321,2025-02-05,Content,Content removed,Medium,Closed,4.1,4.0,A show I was halfway through watching was removed from the platform with no notice at all.,AGT0068
TCK0005587,CUST007322,2026-04-17,Subscription,Plan downgrade request,Medium,Resolved,16.5,4.0,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0096
TCK0005588,CUST007322,2025-11-21,Account Access,Password reset,High,Resolved,17.0,3.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0090
TCK0005589,CUST007324,2026-05-07,Billing & Payments,Refund request,Low,Closed,14.9,3.0,I want to request a refund since I cancelled within the trial period but was still charged the full amount.,AGT0075
TCK0005590,CUST007326,2025-12-08,Device & App,App not loading,Medium,Pending,,,The app does not load past the splash screen on my gaming console since the last update.,AGT0006
TCK0005591,CUST007327,2025-10-27,Account Access,Account locked,Low,Resolved,46.3,3.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0072
TCK0005592,CUST007329,2022-12-10,Billing & Payments,Invoice question,Low,Pending,,,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0009
TCK0005593,CUST007331,2024-07-15,Streaming Quality,Buffering,Medium,Resolved,20.8,3.0,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0035
TCK0005594,CUST007332,2024-06-09,Streaming Quality,Low resolution,Medium,Escalated,,,Even on the premium plan the video quality looks like standard definition on my smart TV.,AGT0090
TCK0005595,CUST007332,2024-11-22,Streaming Quality,Low resolution,High,Resolved,29.6,3.0,Even on the premium plan the video quality looks like standard definition on my smart TV.,AGT0016
TCK0005596,CUST007334,2023-11-29,Streaming Quality,Buffering,Medium,Pending,,,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0053
TCK0005597,CUST007334,2024-05-30,Billing & Payments,Refund request,Critical,Closed,54.4,3.0,I want to request a refund since I cancelled within the trial period but was still charged the full amount.,AGT0004
TCK0005598,CUST007336,2023-05-04,Billing & Payments,Duplicate charge,Critical,Resolved,8.0,4.0,There are two identical transactions on my statement for this billing cycle which should not have happened.,AGT0118
TCK0005599,CUST007337,2020-06-07,Device & App,Download failure,Low,Resolved,4.0,5.0,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0110
TCK0005600,CUST007339,2024-10-12,Account Access,Email verification issue,Medium,Pending,,,The verification email never arrived after I updated my email address in account settings.,AGT0010
TCK0005601,CUST007340,2024-02-29,Billing & Payments,Price dispute,High,Resolved,3.0,4.0,The price increased without any prior notice and I am not happy paying more for the same plan.,AGT0095
TCK0005602,CUST007341,2024-11-10,Subscription,Plan downgrade request,Low,Escalated,,,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0005
TCK0005603,CUST007341,2022-02-07,Streaming Quality,App crashing,Low,Pending,,,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0087
TCK0005604,CUST007341,2022-10-19,Subscription,Cancellation request,Low,Resolved,10.3,2.0,"I want to cancel my subscription immediately, I have not been using the service for the last few months.",AGT0027
TCK0005605,CUST007342,2024-04-30,Account Access,Password reset,Low,Resolved,6.1,3.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0082
TCK0005606,CUST007343,2024-03-16,Account Access,Account locked,High,Resolved,3.0,3.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0036
TCK0005607,CUST007344,2025-09-19,Streaming Quality,Audio sync issue,High,Resolved,14.5,2.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0010
TCK0005608,CUST007345,2020-01-13,Streaming Quality,App crashing,Low,Pending,,,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0039
TCK0005609,CUST007350,2023-07-09,Streaming Quality,Buffering,Medium,Resolved,0.5,4.0,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0022
TCK0005610,CUST007351,2025-06-16,Streaming Quality,Audio sync issue,Critical,Escalated,,,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0022
TCK0005611,CUST007351,2025-01-28,Streaming Quality,Audio sync issue,Medium,Resolved,35.8,1.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0120
TCK0005612,CUST007351,2020-10-22,Streaming Quality,Audio sync issue,Low,Resolved,24.2,3.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0090
TCK0005613,CUST007352,2026-02-25,Content,Content removed,Low,Resolved,17.4,5.0,A show I was halfway through watching was removed from the platform with no notice at all.,AGT0108
TCK0005614,CUST007356,2025-01-22,Subscription,Plan upgrade request,Medium,Resolved,24.2,2.0,I want to upgrade to the premium plan for better video quality and more simultaneous streams.,AGT0042
TCK0005615,CUST007358,2024-07-29,Billing & Payments,Price dispute,Low,Resolved,53.8,2.0,I did not receive any communication about the plan price change and feel this was handled poorly.,AGT0108
TCK0005616,CUST007361,2024-09-09,Billing & Payments,Duplicate charge,Medium,Resolved,9.4,2.0,There are two identical transactions on my statement for this billing cycle which should not have happened.,AGT0061
